lat,lang
-0.9553777,114.8977051
-0.9552644,114.8977467
-0.9553071,114.8976673
-0.9553629,114.8977512
-0.9553377,114.8977685
-0.9552853,114.8976613
-0.9553583,114.8977458
-0.9553512,114.8976712
-0.9553758,114.8977351
-0.9553831,114.8977035
-0.9553965,114.8976904
-0.9553575,114.8976889
-0.9553029,114.8976726
-0.9553355,114.8977054
-0.9553786,114.8977008
-0.9553538,114.8976893
-0.9553767,114.8977845
-0.9553684,114.8977177
-0.9553847,114.8977204
-0.9553189,114.8977074
-0.9553262,114.8976935
-0.9552627,114.8977249
-0.9553522,114.8976697
-0.9553569,114.8977586
-0.9553965,114.8977222
-0.9552938,114.8977406
-0.9553176,114.8977544
-0.9552852,114.8976942
-0.9553895,114.8977339
-0.9552754,114.8977007
-0.9553685,114.8976923
-0.9553314,114.8977585
-0.9553202,114.8977893
-0.9552862,114.8976764
-0.9553756,114.8977565
-0.9553376,114.8977331
-0.9553613,114.8977729
-0.9553435,114.8977292
-0.9553827,114.8977009
-0.9552662,114.8976956
-0.9552906,114.8977012
-0.9553404,114.8977018
-0.9553795,114.8977891
-0.9553797,114.8977349
-0.9553216,114.8977917
-0.9553698,114.8977189
-0.9553001,114.8977842
-0.9553391,114.8976619
-0.9553953,114.8977251
-0.9552932,114.8977542
-0.9552821,114.8976989
-0.9552944,114.8977097
-0.9552789,114.8977284
-0.9553134,114.8977724
-0.9553127,114.8977228
-0.9553387,114.8977025
-0.9553533,114.8976662
-0.9553367,114.8976955
-0.9553125,114.8976956
-0.9553658,114.8976759
-0.9552836,114.8977843
-0.9553537,114.8977699
-0.9553795,114.8977466
-0.9552869,114.8977637
-0.9553252,114.8976938
-0.9552795,114.8977254
-0.9553347,114.8976901
-0.9553269,114.8977519
-0.9552771,114.8977056
-0.9553659,114.8977278
-0.9553312,114.8977802
-0.9552894,114.8976732
-0.9553651,114.8977513
-0.9552917,114.8977024
-0.9552801,114.8977331
-0.9552728,114.8977001
-0.9552946,114.8976942
-0.9553801,114.8976833
-0.9552626,114.8977227
-0.9553952,114.8977448
-0.9553284,114.8977094
-0.9553012,114.8977263
-0.9552981,114.8976779
-0.9553478,114.8976543
-0.9553713,114.8976753
-0.9552602,114.8976945
-0.9553546,114.8977935
-0.9552849,114.8976541
-0.9553178,114.8976506
-0.9553346,114.8977692
-0.9553348,114.8977116
-0.9553031,114.8976521
-0.9553296,114.8976455
-0.9553204,114.8977592
-0.9553756,114.8977501
-0.9553098,114.8976594
-0.9553409,114.8977767
-0.9552653,114.8977283
-0.9552694,114.8976716
-0.9553414,114.8976945
-0.9553349,114.8976711
-0.9553187,114.8977293
-0.9552912,114.8976521
-0.9553024,114.8977093
-0.9553213,114.8976457
-0.9553003,114.8977397
-0.9553879,114.8977052
-0.9553827,114.8977823
-0.9553054,114.8977744
-0.9552634,114.8977327
-0.9553444,114.8976733
-0.9552991,114.8977491
-0.9552876,114.8977497
-0.9553468,114.8977952
-0.9552701,114.8977029
-0.9552638,114.8977554
-0.9553813,114.8976981
-0.9553044,114.8977693
-0.9553084,114.8977278
-0.9553871,114.8977084
-0.9553178,114.8977312
-0.9553511,114.8977414
-0.9552818,114.8977593
-0.9553102,114.8977847
-0.9553709,114.8977686
-0.9553275,114.8976666
-0.9552665,114.8977223
-0.9553321,114.8977733
-0.9552985,114.8976494
-0.9553457,114.8976938
-0.9553325,114.8977711
-0.9553836,114.8976838
-0.9552745,114.8977059
-0.9553309,114.8977505
-0.9553076,114.8977637
-0.9553437,114.8976649
-0.9552904,114.8976473
-0.9553055,114.8976654
-0.9553775,114.8977508
-0.9553705,114.8977229
-0.9552878,114.8977071
-0.9552803,114.8977304
-0.9553546,114.8976872
-0.9553403,114.8976654
-0.9552702,114.8977613
-0.9552682,114.8976827
-0.9553601,114.8976853
-0.9552972,114.8977244
-0.9552883,114.8977326
-0.9553424,114.8977659
-0.9552645,114.8977114
-0.9553761,114.8977812
-0.9553913,114.8977687
-0.9553635,114.8977736
-0.9553309,114.8977525
-0.9553338,114.8976661
-0.9553792,114.8977272
-0.9553591,114.8977167
-0.9553177,114.8977784
-0.9553912,114.8977704
-0.9552689,114.8977493
-0.9553848,114.8976804
-0.9552768,114.8976845
-0.9553656,114.8977289
-0.9552919,114.8977153
-0.9552823,114.8977432
-0.9553066,114.8977438
-0.9552705,114.8977183
-0.9552901,114.8977503
-0.9553989,114.8977003
-0.9553879,114.8977151
-0.9552988,114.8977196
-0.9553267,114.8976715
-0.9553074,114.8977235
-0.9553759,114.8976724
-0.9553408,114.8976516
-0.9553199,114.8977713
-0.9552982,114.8976918
-0.9553194,114.8976949
-0.9552867,114.8977036
-0.9552759,114.8976935
-0.9553224,114.8977823
-0.9553599,114.8976715
-0.9553388,114.8977699
-0.9553466,114.8977005
-0.9552997,114.8977507
-0.9553067,114.8977523
-0.9553696,114.8977134
-0.9553287,114.8976542
-0.9553608,114.8976874
-0.9552999,114.8977574
-0.9552674,114.8977233
-0.9553265,114.8976704
-0.9553318,114.8976652
-0.9552658,114.8977579
-0.9552868,114.8976812
-0.9553075,114.8977283
-0.9553515,114.8977214
-0.9552984,114.8977426
-0.9552951,114.8976572
-0.9552768,114.8977772
-0.9553059,114.8977804
-0.9553589,114.8977845
-0.9553043,114.8977724
-0.9552623,114.8977164
-0.9553648,114.8976778
-0.9553415,114.8977096
-0.9552535,114.8977515
-0.9553055,114.8977192
-0.9552845,114.8977023
-0.9553418,114.8976916
-0.9553783,114.8977587
-0.9552747,114.8977358
-0.9553825,114.8976976
-0.9552895,114.8976503
-0.9553051,114.8977345
-0.9553114,114.8977596
-0.9552935,114.8977813
-0.9552844,114.8977233
-0.9553604,114.8977617
-0.9553545,114.8976853
-0.9552976,114.8976495
-0.9552934,114.8976864
-0.9552689,114.8977637
-0.9553257,114.8977941
-0.9553274,114.8977731
-0.9552813,114.8976761
-0.9552844,114.8977386
-0.9552673,114.8977535
-0.9553451,114.8977191
-0.9553044,114.8977516
-0.9553146,114.8977681
-0.9553287,114.8977405
-0.9553305,114.8977536
-0.9552909,114.8977216
-0.9553355,114.8976588
-0.9553532,114.8976967
-0.9553307,114.8977244
-0.9552815,114.8977463
-0.9553983,114.8977229
-0.9553128,114.8977527
-0.9553521,114.8976738
-0.9553566,114.8976795
-0.9553509,114.8977661
-0.9553911,114.8977536
-0.9552913,114.8977279
-0.9553191,114.8976397
-0.9553629,114.8977328
-0.9552757,114.8977095
-0.9553768,114.8976978
-0.9553531,114.8977475
-0.9553737,114.8977616
-0.9552847,114.8977293
-0.9553851,114.8977663
-0.9552987,114.8977366
-0.9552828,114.8977364
-0.9553783,114.8977679
-0.9553086,114.8977517
-0.9552848,114.8976537
-0.9553899,114.8977184
-0.9552859,114.8976916
-0.9553408,114.8977124
-0.9552705,114.8977446
-0.9553416,114.8976782
-0.9552756,114.8976747
-0.9552883,114.8976634
-0.9552859,114.8977387
-0.9553662,114.8977095
-0.9553667,114.8977284
-0.9553819,114.8977757
-0.9553336,114.8976788
-0.9553313,114.8977568
-0.9552583,114.8977098
-0.9553328,114.8976806
-0.9553022,114.8977314
-0.9553747,114.8977609
-0.9553384,114.8976505
-0.9553081,114.8976521
-0.9553426,114.8977915
-0.9553642,114.8976936
-0.9553749,114.8977021
-0.9553277,114.8976766
-0.9553332,114.8977568
-0.9553694,114.8977565
-0.9553782,114.8977592
-0.9553515,114.8976737
-0.9552834,114.8976842
-0.9552855,114.8976651
-0.9553395,114.8977398
-0.9553536,114.8976623
-0.9552998,114.8976725
-0.9553421,114.8977294
-0.9552705,114.8977382
-0.9553213,114.8977326
-0.9553511,114.8977272
-0.9553594,114.8976746
-0.9553741,114.8977655
-0.9552835,114.8977841
-0.9553144,114.8977883
-0.9553375,114.8977621
-0.9553544,114.8977544
-0.9552823,114.8977543
-0.9553632,114.8977628
-0.9553711,114.8976865
-0.9552698,114.8977664
-0.9553623,114.8977127
-0.9553741,114.8977676
-0.9553881,114.8976817
-0.9553102,114.8977884
-0.9552878,114.8976902
-0.9552938,114.8976866
-0.9553088,114.8977714
-0.9553847,114.8977486
-0.9553711,114.8976675
-0.9553063,114.8977783
-0.9552621,114.8977482
-0.9553164,114.8977303
-0.9553648,114.8977017
-0.9553718,114.8977572
-0.9552743,114.8977153
-0.9553378,114.8976876
-0.9553748,114.8977598
-0.9552691,114.8977065
-0.9553842,114.8977129
-0.9553411,114.8977583
-0.9553041,114.8977856
-0.9553367,114.8977281
-0.9552665,114.8977279
-0.9553019,114.8977828
-0.9553664,114.8977117
-0.9553489,114.8977916
-0.9552958,114.8976945
-0.9553234,114.8976525
-0.9553554,114.8977678
-0.9553068,114.8977587
-0.9552872,114.8977038
-0.9553726,114.8976738
-0.9553959,114.8977239
-0.9553097,114.8976842
-0.9553231,114.8977165
-0.9553735,114.8976809
-0.9553098,114.8976468
-0.9553634,114.8976804
-0.9553399,114.8976641
-0.9552958,114.8976421
-0.9553985,114.8977124
-0.9552941,114.8976669
-0.9553542,114.8977018
-0.9552941,114.8977269
-0.9553083,114.8977714
-0.9553412,114.8977834
-0.9553653,114.8977515
-0.9552893,114.8977207
-0.9553234,114.8977831
-0.9553122,114.8976431
-0.9553728,114.8977924
-0.9552914,114.8977832
-0.9552773,114.8977455
-0.9552734,114.8977488
-0.9553068,114.8977376
-0.9552812,114.8977338
-0.9553497,114.8977234
-0.9552592,114.8977456
-0.9553185,114.8977511
-0.9553737,114.8977251
-0.9553408,114.8977762
-0.9552588,114.8977473
-0.9553252,114.8976696
-0.9553929,114.8977653
-0.9552999,114.8976452
-0.9553012,114.8977865
-0.9553198,114.8977368
-0.9552908,114.8977022
-0.9552741,114.8977482
-0.9553663,114.8976731
-0.9553626,114.8976997
-0.9552718,114.8977479
-0.9553081,114.8977346
-0.9552767,114.8977766
-0.9552777,114.8977199
-0.9553272,114.8977303
-0.9553153,114.8977101
-0.9553647,114.8977599
-0.9552782,114.8977411
-0.9553673,114.8977281
-0.9552708,114.8976851
-0.9553213,114.8976599
-0.9552753,114.8977153
-0.9552914,114.8977188
-0.9553439,114.8976642
-0.9553704,114.8977214
-0.9552968,114.8976868
-0.9552552,114.8977429
-0.9552927,114.8976757
-0.9552737,114.8976671
-0.9553741,114.8977186
-0.9553959,114.8977239
-0.9552948,114.8977677
-0.9553228,114.8976746
-0.9553074,114.8976911
-0.9553492,114.8977239
-0.9553121,114.8977752
-0.9552945,114.8977127
-0.9552798,114.8976952
-0.9553636,114.8977663
-0.9553446,114.8976632
-0.9552925,114.8977489
-0.9553163,114.8977837
-0.9552523,114.8977436
-0.9553518,114.8977795
-0.9553954,114.8977577
-0.9552778,114.8977135
-0.9553256,114.8977776
-0.9552882,114.8976537
-0.9553055,114.8977023
-0.9553522,114.8977837
-0.9553557,114.8976729
-0.9552915,114.8976858
-0.9553344,114.8976877
-0.9553815,114.8977878
-0.9552954,114.8976574
-0.9552542,114.8977509
-0.9552815,114.8977748
-0.9553857,114.8976811
-0.9553174,114.8976735
-0.9552998,114.8977822
-0.9553025,114.8977823
-0.9553748,114.8977223
-0.9552761,114.8977103
-0.9553383,114.8976704
-0.9553936,114.8977587
-0.9553034,114.8977814
-0.9552624,114.8977675
-0.9553352,114.8977419
-0.9553154,114.8977725
-0.9552542,114.8977384
-0.9552727,114.8977412
-0.9553271,114.8977861
-0.9553593,114.8977944
-0.9553001,114.8977162
-0.9553667,114.8976667
-0.9553323,114.8977167
-0.9553583,114.8977319
-0.9552992,114.8976578
-0.9553828,114.8977526
-0.9552735,114.8977034
-0.9552957,114.8977691
-0.9552645,114.8976917
-0.9552551,114.8977251
-0.9553373,114.8976569
-0.9553126,114.8976419
-0.9553509,114.8976738
-0.9552864,114.8976747
-0.9552935,114.8976841
-0.9553875,114.8976806
-0.9553846,114.8977053
-0.9552806,114.8977437
-0.9553278,114.8976639
-0.9553018,114.8977583
-0.9552703,114.8977577
-0.9553326,114.8976621
-0.9553194,114.8976735
-0.9553764,114.8977531
-0.9553429,114.8976645
-0.9553512,114.8977669
-0.9553329,114.8976937
-0.9553624,114.8977869
-0.9552615,114.8977194
-0.9553171,114.8977823
-0.9552534,114.8977307
-0.9553911,114.8977674
-0.9553606,114.8977395
-0.9553396,114.8977252
-0.9552664,114.8977309
-0.9553387,114.8977077
-0.9553186,114.8977235
-0.9553129,114.8977129
-0.9553772,114.8976844
-0.9553562,114.8976671
-0.9553272,114.8977726
-0.9552507,114.8977265
-0.9552817,114.8977323
-0.9553643,114.8977185
-0.9553026,114.8977335
-0.9552939,114.8976753
-0.9552913,114.8976577
-0.9552653,114.8977351
-0.9553345,114.8977014
-0.9553054,114.8977327
-0.9553575,114.8977525
-0.9553525,114.8977126
-0.9553276,114.8976488
-0.9553593,114.8976984
-0.9553851,114.8977796
-0.9553671,114.8977456
-0.9553317,114.8977279
-0.9553561,114.8977762
-0.9553247,114.8977234
-0.9553478,114.8977946
-0.9552958,114.8976786
-0.9553013,114.8977682
-0.9553468,114.8976868
-0.9552689,114.8977631
-0.9553544,114.8977255
-0.9553015,114.8976921
-0.9553034,114.8977006
-0.9553998,114.8977119
-0.9552867,114.8977081
-0.9553023,114.8976904
-0.9553711,114.8977387
-0.9552838,114.8976641
-0.9552931,114.8977809
-0.9553845,114.8977532
-0.9552652,114.8977575
-0.9552617,114.8977187
-0.9552935,114.8977345
-0.9553011,114.8977369
-0.9552987,114.8976438
-0.9553061,114.8977766
-0.9552712,114.8977565
-0.9553075,114.8977726
-0.9553681,114.8977834
-0.9553024,114.8976726
-0.9553757,114.8976832
-0.9553721,114.8977146
-0.9552697,114.8977678
-0.9553692,114.8976899
-0.9553149,114.8977712
-0.9553909,114.8977715
-0.9553056,114.8977644
-0.9552619,114.8977439
-0.9552971,114.8976528
-0.9553581,114.8976978
-0.9553087,114.8977908
-0.9552897,114.8976651
-0.9553003,114.8977187
-0.9553471,114.8976546
-0.9553012,114.8977697
-0.9553873,114.8976834
-0.9552731,114.8976801
-0.9552896,114.8977748
-0.9553653,114.8977059
-0.9552985,114.8977178
-0.9553475,114.8976845
-0.9553334,114.8976488
-0.9552858,114.8977809
-0.9553531,114.8976803
-0.9553603,114.8977411
-0.9553784,114.8977197
-0.9553541,114.8977881
-0.9553336,114.8977543
-0.9553665,114.8976877
-0.9553403,114.8977029
-0.9553645,114.8977023
-0.9552786,114.8976707
-0.9553577,114.8977483
-0.9552927,114.8977411
-0.9552925,114.8977184
-0.9553578,114.8977921
-0.9553039,114.8976447
-0.9553219,114.8976883
-0.9553859,114.8977805
-0.9553121,114.8977492
-0.9553658,114.8977833
-0.9553805,114.8977419
-0.9552934,114.8976962
-0.9553221,114.8976518
-0.9553107,114.8977519
-0.9552854,114.8977608
-0.9553735,114.8977142
-0.9553971,114.8977134
-0.9553573,114.8977677
-0.9552686,114.8976794
-0.9553622,114.8976945
-0.9553275,114.8977462
-0.9553189,114.8977309
-0.9552734,114.8977043
-0.9553502,114.8976747
-0.9552728,114.8977778
-0.9552934,114.8977653
-0.9552977,114.8977545
-0.9553339,114.8977159
-0.9553089,114.8977828
-0.9553512,114.8977376
-0.9552676,114.8976779
-0.9552998,114.8976396
-0.9552904,114.8976493
-0.9553649,114.8976752
-0.9553822,114.8977218
-0.9552558,114.8977573
-0.9553544,114.8977929
-0.9553264,114.8976521
-0.9553945,114.8977237
-0.9552657,114.8977192
-0.9553396,114.8976733
-0.9553729,114.8977115
-0.9553025,114.8976784
-0.9552834,114.8976973
-0.9552607,114.8977053
-0.9553947,114.8977055
-0.9553869,114.8977582
-0.9553084,114.8977661
-0.9553297,114.8977838
-0.9553217,114.8976964
-0.9552908,114.8977159
-0.9553152,114.8977198
-0.9553055,114.8977281
-0.9553114,114.8976875
-0.9553108,114.8977027
-0.9553067,114.8977872
-0.9553615,114.8977936
-0.9552694,114.8977706
-0.9553305,114.8977853
-0.9553399,114.8977458
-0.9553805,114.8977488
-0.9553436,114.8977763
-0.9552551,114.8977365
-0.9552892,114.8976906
-0.9553023,114.8976593
-0.9553053,114.8976864
-0.9553659,114.8977722
-0.9552906,114.8976687
-0.9553042,114.8976399
-0.9553125,114.8977324
-0.9553255,114.8977201
-0.9552574,114.8977027
-0.9553567,114.8976796
-0.9553984,114.8977286
-0.9553133,114.8976613
-0.9553902,114.8977089
-0.9553858,114.8976852
-0.9553012,114.8977711
-0.9553494,114.8977372
-0.9552777,114.8976908
-0.9553087,114.8976445
-0.9553305,114.8977851
-0.9553418,114.8977884
-0.9552604,114.8977088
-0.9552982,114.8976625
-0.9553516,114.8977183
-0.9553201,114.8976582
-0.9553161,114.8977614
-0.9552569,114.8977284
-0.9553975,114.8977364
-0.9553789,114.8976974
-0.9552704,114.8977491
